cell1	cell2	cell3	cell4	cell5	cell6	cell7	cell8	cell9	cell10	cell11	cell12
3.93	3.93	3.93	3.93	3.66	3.93	3.93	3.93	3.93	3.93	3.93	4.3
3.93	3.93	3.93	3.93	4.03	3.93	3.93	3.93	3.93	3.93	3.93	6.16
3.93	3.93	3.93	3.93	3.11	3.93	3.93	3.93	3.93	3.93	3.93	5.54
3.93	3.93	3.93	3.93	3.49	3.93	3.93	3.93	3.93	3.93	3.93	2.71
3.94	3.94	3.94	3.94	4.49	3.94	3.94	3.94	3.94	3.94	3.94	4.47
3.94	3.94	3.94	3.94	3.23	3.94	3.94	3.94	3.94	3.94	3.94	4.08
3.94	3.94	3.94	3.94	3.35	3.94	3.94	3.94	3.94	3.94	3.94	4.66
3.94	3.94	3.94	3.94	4.73	3.94	3.94	3.94	3.94	3.94	3.94	3.33
3.94	3.94	3.94	3.94	4.57	3.94	3.94	3.94	3.94	3.94	3.94	5.68
3.94	3.94	3.94	3.94	4.24	3.94	3.94	3.94	3.94	3.94	3.94	6.07
3.94	3.94	3.94	3.94	4.4	3.94	3.94	3.94	3.94	3.94	3.94	5.72
3.94	3.94	3.94	3.94	2.55	3.94	3.94	3.94	3.94	3.94	3.94	1.71
3.94	3.94	3.94	3.94	3.52	3.94	3.94	3.94	3.94	3.94	3.94	5.07
3.94	3.94	3.94	3.94	4.33	3.94	3.94	3.94	3.94	3.94	3.94	5.11
3.95	3.95	3.95	3.95	4.2	3.95	3.95	3.95	3.95	3.95	3.95	3.68
3.95	3.95	3.95	3.95	3.58	3.95	3.95	3.95	3.95	3.95	3.95	3.2
3.95	3.95	3.95	3.95	2.08	3.95	3.95	3.95	3.95	3.95	3.95	5.65
3.95	3.95	3.95	3.95	3.94	3.95	3.95	3.95	3.95	3.95	3.95	5.69
3.95	3.95	3.95	3.95	3.16	3.95	3.95	3.95	3.95	3.95	3.95	5.6
3.95	3.95	3.95	3.95	4.48	3.95	3.95	3.95	3.95	3.95	3.95	2.21
3.95	3.95	3.95	3.95	1.84	3.95	3.95	3.95	3.95	3.95	3.95	2.93
3.95	3.95	3.95	3.95	1.43	3.95	3.95	3.95	3.95	3.95	3.95	1.64
3.95	3.95	3.95	3.95	3.97	3.95	3.95	3.95	3.95	3.95	3.95	4.71
3.95	3.95	3.95	3.95	5.41	3.95	3.95	3.95	3.95	3.95	3.95	5.36
3.96	3.96	3.96	3.96	2.99	3.96	3.96	3.96	3.96	3.96	3.96	1.24
3.96	3.96	3.96	3.96	4.32	3.96	3.96	3.96	3.96	3.96	3.96	3.33
3.96	3.96	3.96	3.96	4.48	3.96	3.96	3.96	3.96	3.96	3.96	5.26
3.96	3.96	3.96	3.96	4.87	3.96	3.96	3.96	3.96	3.96	3.96	4.85
3.96	3.96	3.96	3.96	5.29	3.96	3.96	3.96	3.96	3.96	3.96	3.35
3.96	3.96	3.96	3.96	4.54	3.96	3.96	3.96	3.96	3.96	3.96	4.17
3.96	3.96	3.96	3.96	4.28	3.96	3.96	3.96	3.96	3.96	3.96	4.24
3.96	3.96	3.96	3.96	3.61	3.96	3.96	3.96	3.96	3.96	3.96	1.45
3.96	3.96	3.96	3.96	3.36	3.96	3.96	3.96	3.96	3.96	3.96	5.15
3.96	3.96	3.96	3.96	4.23	3.96	3.96	3.96	3.96	3.96	3.96	6.04
3.97	3.97	3.97	3.97	3	3.97	3.97	3.97	3.97	3.97	3.97	4.55
3.97	3.97	3.97	3.97	4.69	3.97	3.97	3.97	3.97	3.97	3.97	4.89
3.97	3.97	3.97	3.97	3.4	3.97	3.97	3.97	3.97	3.97	3.97	4.9
3.97	3.97	3.97	3.97	4.17	3.97	3.97	3.97	3.97	3.97	3.97	2.68
3.97	3.97	3.97	3.97	2.52	3.97	3.97	3.97	3.97	3.97	3.97	3.57
3.97	3.97	3.97	3.97	4.39	3.97	3.97	3.97	3.97	3.97	3.97	4.38
3.97	3.97	3.97	3.97	3.6	3.97	3.97	3.97	3.97	3.97	3.97	5.95
3.97	3.97	3.97	3.97	6.23	3.97	3.97	3.97	3.97	3.97	3.97	1.57
3.97	3.97	3.97	3.97	2.55	3.97	3.97	3.97	3.97	3.97	3.97	4.57
3.97	3.97	3.97	3.97	3.93	3.97	3.97	3.97	3.97	3.97	3.97	4.32
3.98	3.98	3.98	3.98	4.24	3.98	3.98	3.98	3.98	3.98	3.98	4.34
3.98	3.98	3.98	3.98	3.52	3.98	3.98	3.98	3.98	3.98	3.98	3.43
3.98	3.98	3.98	3.98	3.93	3.98	3.98	3.98	3.98	3.98	3.98	3.36
3.98	3.98	3.98	3.98	5.08	3.98	3.98	3.98	3.98	3.98	3.98	5.31
3.98	3.98	3.98	3.98	3.53	3.98	3.98	3.98	3.98	3.98	3.98	6.09
3.98	3.98	3.98	3.98	6.02	3.98	3.98	3.98	3.98	3.98	3.98	4.11
3.98	3.98	3.98	3.98	5.14	3.98	3.98	3.98	3.98	3.98	3.98	7.41
3.98	3.98	3.98	3.98	4.35	3.98	3.98	3.98	3.98	3.98	3.98	3.8
3.98	3.98	3.98	3.98	2.43	3.98	3.98	3.98	3.98	3.98	3.98	5.42
3.98	3.98	3.98	3.98	4.67	3.98	3.98	3.98	3.98	3.98	3.98	4.9
3.99	3.99	3.99	3.99	2.89	3.99	3.99	3.99	3.99	3.99	3.99	1.59
3.99	3.99	3.99	3.99	2.5	3.99	3.99	3.99	3.99	3.99	3.99	5.46
3.99	3.99	3.99	3.99	4.58	3.99	3.99	3.99	3.99	3.99	3.99	4.98
3.99	3.99	3.99	3.99	5.55	3.99	3.99	3.99	3.99	3.99	3.99	6.19
3.99	3.99	3.99	3.99	3.28	3.99	3.99	3.99	3.99	3.99	3.99	3.55
3.99	3.99	3.99	3.99	5	3.99	3.99	3.99	3.99	3.99	3.99	2.88
3.99	3.99	3.99	3.99	3.38	3.99	3.99	3.99	3.99	3.99	3.99	3.66
3.99	3.99	3.99	3.99	4.92	3.99	3.99	3.99	3.99	3.99	3.99	7.77
3.99	3.99	3.99	3.99	4.68	3.99	3.99	3.99	3.99	3.99	3.99	3.2
3.99	3.99	3.99	3.99	2.26	3.99	3.99	3.99	3.99	3.99	3.99	2.03
4	4	4	4	3.24	4	4	4	4	4	4	4.1
4	4	4	4	4.86	4	4	4	4	4	4	5.52
4	4	4	4	4	4	4	4	4	4	4	2.25
4	4	4	4	4.05	4	4	4	4	4	4	5.93
4	4	4	4	5.02	4	4	4	4	4	4	5.37
4	4	4	4	5.52	4	4	4	4	4	4	4.7
4	4	4	4	4.69	4	4	4	4	4	4	5.43
4	4	4	4	3.1	4	4	4	4	4	4	3.74
4	4	4	4	4.11	4	4	4	4	4	4	3.89
4	4	4	4	3	4	4	4	4	4	4	4.36
4.01	4.01	4.01	4.01	4.37	4.01	4.01	4.01	4.01	4.01	4.01	5.04
4.01	4.01	4.01	4.01	4.48	4.01	4.01	4.01	4.01	4.01	4.01	4.36
4.01	4.01	4.01	4.01	3.36	4.01	4.01	4.01	4.01	4.01	4.01	5.59
4.01	4.01	4.01	4.01	2.61	4.01	4.01	4.01	4.01	4.01	4.01	3.05
4.01	4.01	4.01	4.01	3.54	4.01	4.01	4.01	4.01	4.01	4.01	2.86
4.01	4.01	4.01	4.01	5.32	4.01	4.01	4.01	4.01	4.01	4.01	5.53
4.01	4.01	4.01	4.01	4.71	4.01	4.01	4.01	4.01	4.01	4.01	6.34
4.01	4.01	4.01	4.01	3.35	4.01	4.01	4.01	4.01	4.01	4.01	2.33
4.01	4.01	4.01	4.01	4.35	4.01	4.01	4.01	4.01	4.01	4.01	8.3
4.01	4.01	4.01	4.01	3.14	4.01	4.01	4.01	4.01	4.01	4.01	4.3
4.02	4.02	4.02	4.02	3.35	4.02	4.02	4.02	4.02	4.02	4.02	4.15
4.02	4.02	4.02	4.02	5.1	4.02	4.02	4.02	4.02	4.02	4.02	4.38
4.02	4.02	4.02	4.02	4.7	4.02	4.02	4.02	4.02	4.02	4.02	4.58
4.02	4.02	4.02	4.02	4.67	4.02	4.02	4.02	4.02	4.02	4.02	3.8
4.02	4.02	4.02	4.02	4.79	4.02	4.02	4.02	4.02	4.02	4.02	3.17
4.02	4.02	4.02	4.02	5	4.02	4.02	4.02	4.02	4.02	4.02	4.89
4.02	4.02	4.02	4.02	3.36	4.02	4.02	4.02	4.02	4.02	4.02	4.55
4.02	4.02	4.02	4.02	4.85	4.02	4.02	4.02	4.02	4.02	4.02	0.44
4.02	4.02	4.02	4.02	3.02	4.02	4.02	4.02	4.02	4.02	4.02	5.23
4.02	4.02	4.02	4.02	4.11	4.02	4.02	4.02	4.02	4.02	4.02	4.79
4.03	4.03	4.03	4.03	3.82	4.03	4.03	4.03	4.03	4.03	4.03	4.25
4.03	4.03	4.03	4.03	5	4.03	4.03	4.03	4.03	4.03	4.03	7.7
4.03	4.03	4.03	4.03	4.51	4.03	4.03	4.03	4.03	4.03	4.03	3.77
4.03	4.03	4.03	4.03	4.75	4.03	4.03	4.03	4.03	4.03	4.03	1.9
4.03	4.03	4.03	4.03	4.83	4.03	4.03	4.03	4.03	4.03	4.03	2.41
4.03	4.03	4.03	4.03	2.87	4.03	4.03	4.03	4.03	4.03	4.03	5.35
4.03	4.03	4.03	4.03	4.4	4.03	4.03	4.03	4.03	4.03	4.03	2.6
4.03	4.03	4.03	4.03	5.44	4.03	4.03	4.03	4.03	4.03	4.03	4.61
4.03	4.03	4.03	4.03	4.2	4.03	4.03	4.03	4.03	4.03	4.03	4.88
4.03	4.03	4.03	4.03	2.99	4.03	4.03	4.03	4.03	4.03	4.03	4.26
4.04	4.04	4.04	4.04	2.99	4.04	4.04	4.04	4.04	4.04	4.04	1.74
4.04	4.04	4.04	4.04	2.92	4.04	4.04	4.04	4.04	4.04	4.04	1
4.04	4.04	4.04	4.04	4.6	4.04	4.04	4.04	4.04	4.04	4.04	3.85
4.04	4.04	4.04	4.04	4.04	4.04	4.04	4.04	4.04	4.04	4.04	5.56
4.04	4.04	4.04	4.04	1.31	4.04	4.04	4.04	4.04	4.04	4.04	6.01
4.04	4.04	4.04	4.04	3.11	4.04	4.04	4.04	4.04	4.04	4.04	5.79
4.04	4.04	4.04	4.04	4.79	4.04	4.04	4.04	4.04	4.04	4.04	0.76
4.04	4.04	4.04	4.04	5.47	4.04	4.04	4.04	4.04	4.04	4.04	4.35
4.04	4.04	4.04	4.04	5.72	4.04	4.04	4.04	4.04	4.04	4.04	6.08
4.04	4.04	4.04	4.04	5.51	4.04	4.04	4.04	4.04	4.04	4.04	4.58
4.05	4.05	4.05	4.05	2.97	4.05	4.05	4.05	4.05	4.05	4.05	3.55
4.05	4.05	4.05	4.05	3.32	4.05	4.05	4.05	4.05	4.05	4.05	2.95
4.05	4.05	4.05	4.05	1.92	4.05	4.05	4.05	4.05	4.05	4.05	5.25
4.05	4.05	4.05	4.05	3.78	4.05	4.05	4.05	4.05	4.05	4.05	4.39
4.05	4.05	4.05	4.05	3.48	4.05	4.05	4.05	4.05	4.05	4.05	6.41
4.05	4.05	4.05	4.05	3.66	4.05	4.05	4.05	4.05	4.05	4.05	3.16
4.05	4.05	4.05	4.05	2.98	4.05	4.05	4.05	4.05	4.05	4.05	3.08
4.05	4.05	4.05	4.05	3.9	4.05	4.05	4.05	4.05	4.05	4.05	2.28
4.05	4.05	4.05	4.05	4.14	4.05	4.05	4.05	4.05	4.05	4.05	4.41
4.05	4.05	4.05	4.05	4.58	4.05	4.05	4.05	4.05	4.05	4.05	2.28
4.06	4.06	4.06	4.06	4.69	4.06	4.06	4.06	4.06	4.06	4.06	3.32
4.06	4.06	4.06	4.06	4.5	4.06	4.06	4.06	4.06	4.06	4.06	4.86
4.06	4.06	4.06	4.06	2.82	4.06	4.06	4.06	4.06	4.06	4.06	3.41
4.06	4.06	4.06	4.06	2.92	4.06	4.06	4.06	4.06	4.06	4.06	1.67
4.06	4.06	4.06	4.06	5.29	4.06	4.06	4.06	4.06	4.06	4.06	2.82
4.06	4.06	4.06	4.06	5.45	4.06	4.06	4.06	4.06	4.06	4.06	3.01
4.06	4.06	4.06	4.06	3.07	4.06	4.06	4.06	4.06	4.06	4.06	4.05
4.06	4.06	4.06	4.06	4.44	4.06	4.06	4.06	4.06	4.06	4.06	5.59
4.06	4.06	4.06	4.06	4.27	4.06	4.06	4.06	4.06	4.06	4.06	2.08
4.06	4.06	4.06	4.06	4.58	4.06	4.06	4.06	4.06	4.06	4.06	1.89
4.07	4.07	4.07	4.07	2.81	4.07	4.07	4.07	4.07	4.07	4.07	3.45
4.07	4.07	4.07	4.07	3.41	4.07	4.07	4.07	4.07	4.07	4.07	4.42
4.07	4.07	4.07	4.07	3.59	4.07	4.07	4.07	4.07	4.07	4.07	5.07
4.07	4.07	4.07	4.07	4.34	4.07	4.07	4.07	4.07	4.07	4.07	3.98
4.07	4.07	4.07	4.07	5.08	4.07	4.07	4.07	4.07	4.07	4.07	3.87
4.07	4.07	4.07	4.07	4.04	4.07	4.07	4.07	4.07	4.07	4.07	2.53
4.07	4.07	4.07	4.07	4.1	4.07	4.07	4.07	4.07	4.07	4.07	7.5
4.07	4.07	4.07	4.07	3.4	4.07	4.07	4.07	4.07	4.07	4.07	1.14
4.07	4.07	4.07	4.07	4.14	4.07	4.07	4.07	4.07	4.07	4.07	0.91
4.07	4.07	4.07	4.07	3.54	4.07	4.07	4.07	4.07	4.07	4.07	3.64
4.08	4.08	4.08	4.08	2.47	4.08	4.08	4.08	4.08	4.08	4.08	2.37
4.08	4.08	4.08	4.08	4.15	4.08	4.08	4.08	4.08	4.08	4.08	3.44
4.08	4.08	4.08	4.08	4.01	4.08	4.08	4.08	4.08	4.08	4.08	4.3
4.08	4.08	4.08	4.08	5.28	4.08	4.08	4.08	4.08	4.08	4.08	0.64
4.08	4.08	4.08	4.08	4.1	4.08	4.08	4.08	4.08	4.08	4.08	5.34
4.08	4.08	4.08	4.08	3.77	4.08	4.08	4.08	4.08	4.08	4.08	6.38
4.08	4.08	4.08	4.08	3.93	4.08	4.08	4.08	4.08	4.08	4.08	5.02
4.08	4.08	4.08	4.08	3.36	4.08	4.08	4.08	4.08	4.08	4.08	1.76
4.08	4.08	4.08	4.08	3.51	4.08	4.08	4.08	4.08	4.08	4.08	5.47
4.08	4.08	4.08	4.08	5.44	4.08	4.08	4.08	4.08	4.08	4.08	4.04
4.09	4.09	4.09	4.09	2.81	4.09	4.09	4.09	4.09	4.09	4.09	4.38
4.09	4.09	4.09	4.09	5.36	4.09	4.09	4.09	4.09	4.09	4.09	4.12
4.09	4.09	4.09	4.09	4.05	4.09	4.09	4.09	4.09	4.09	4.09	4.01
4.09	4.09	4.09	4.09	5.34	4.09	4.09	4.09	4.09	4.09	4.09	3.42
4.09	4.09	4.09	4.09	2.68	4.09	4.09	4.09	4.09	4.09	4.09	2.47
4.09	4.09	4.09	4.09	3.8	4.09	4.09	4.09	4.09	4.09	4.09	2.42
4.09	4.09	4.09	4.09	3.57	4.09	4.09	4.09	4.09	4.09	4.09	4.25
4.09	4.09	4.09	4.09	3.82	4.09	4.09	4.09	4.09	4.09	4.09	3.96
4.09	4.09	4.09	4.09	3.68	4.09	4.09	4.09	4.09	4.09	4.09	3.68
4.09	4.09	4.09	4.09	3.41	4.09	4.09	4.09	4.09	4.09	4.09	3.81
4.1	4.1	4.1	4.1	1.08	4.1	4.1	4.1	4.1	4.1	4.1	7.37
4.1	4.1	4.1	4.1	3.74	4.1	4.1	4.1	4.1	4.1	4.1	3.12
4.1	4.1	4.1	4.1	4.13	4.1	4.1	4.1	4.1	4.1	4.1	6.61
4.1	4.1	4.1	4.1	5.24	4.1	4.1	4.1	4.1	4.1	4.1	3.66
4.1	4.1	4.1	4.1	3.54	4.1	4.1	4.1	4.1	4.1	4.1	5.6
4.1	4.1	4.1	4.1	3.58	4.1	4.1	4.1	4.1	4.1	4.1	3.68
4.1	4.1	4.1	4.1	4.69	4.1	4.1	4.1	4.1	4.1	4.1	5.46
4.1	4.1	4.1	4.1	5.6	4.1	4.1	4.1	4.1	4.1	4.1	4.34
4.1	4.1	4.1	4.1	5.07	4.1	4.1	4.1	4.1	4.1	4.1	1.24
4.1	4.1	4.1	4.1	2.79	4.1	4.1	4.1	4.1	4.1	4.1	5.44
4.11	4.11	4.11	4.11	4.17	4.11	4.11	4.11	4.11	4.11	4.11	6.35
4.11	4.11	4.11	4.11	2.19	4.11	4.11	4.11	4.11	4.11	4.11	5.53
4.11	4.11	4.11	4.11	4.52	4.11	4.11	4.11	4.11	4.11	4.11	3.71
4.11	4.11	4.11	4.11	1.43	4.11	4.11	4.11	4.11	4.11	4.11	5.17
4.11	4.11	4.11	4.11	2	4.11	4.11	4.11	4.11	4.11	4.11	3.49
4.11	4.11	4.11	4.11	6.22	4.11	4.11	4.11	4.11	4.11	4.11	2.33
4.11	4.11	4.11	4.11	4.46	4.11	4.11	4.11	4.11	4.11	4.11	2.98
4.11	4.11	4.11	4.11	2.13	4.11	4.11	4.11	4.11	4.11	4.11	2.78
4.11	4.11	4.11	4.11	3.7	4.11	4.11	4.11	4.11	4.11	4.11	3.01
4.11	4.11	4.11	4.11	4.79	4.11	4.11	4.11	4.11	4.11	4.11	4.61
4.12	4.12	4.12	4.12	4.13	4.12	4.12	4.12	4.12	4.12	4.12	5.9
4.12	4.12	4.12	4.12	4.98	4.12	4.12	4.12	4.12	4.12	4.12	4.4
4.12	4.12	4.12	4.12	4.03	4.12	4.12	4.12	4.12	4.12	4.12	3.61
4.12	4.12	4.12	4.12	4.88	4.12	4.12	4.12	4.12	4.12	4.12	5.74
4.12	4.12	4.12	4.12	3.33	4.12	4.12	4.12	4.12	4.12	4.12	2.43
4.12	4.12	4.12	4.12	4.33	4.12	4.12	4.12	4.12	4.12	4.12	6.36
4.12	4.12	4.12	4.12	2.11	4.12	4.12	4.12	4.12	4.12	4.12	2.79
4.12	4.12	4.12	4.12	3.26	4.12	4.12	4.12	4.12	4.12	4.12	6.86
4.12	4.12	4.12	4.12	3.68	4.12	4.12	4.12	4.12	4.12	4.12	4.46
4.12	4.12	4.12	4.12	3.75	4.12	4.12	4.12	4.12	4.12	4.12	5.23
4.13	4.13	4.13	4.13	2.6	4.13	4.13	4.13	4.13	4.13	4.13	4.57
4.13	4.13	4.13	4.13	4.37	4.13	4.13	4.13	4.13	4.13	4.13	4.82
4.13	4.13	4.13	4.13	5.34	4.13	4.13	4.13	4.13	4.13	4.13	4.16
4.13	4.13	4.13	4.13	5.02	4.13	4.13	4.13	4.13	4.13	4.13	5.36
4.13	4.13	4.13	4.13	2.58	4.13	4.13	4.13	4.13	4.13	4.13	3.77
4.13	4.13	4.13	4.13	4.59	4.13	4.13	4.13	4.13	4.13	4.13	5.63
4.13	4.13	4.13	4.13	4.77	4.13	4.13	4.13	4.13	4.13	4.13	3.38
4.13	4.13	4.13	4.13	2.49	4.13	4.13	4.13	4.13	4.13	4.13	4.03
4.13	4.13	4.13	4.13	2.58	4.13	4.13	4.13	4.13	4.13	4.13	6.26
4.13	4.13	4.13	4.13	4.99	4.13	4.13	4.13	4.13	4.13	4.13	5
4.14	4.14	4.14	4.14	4.51	4.14	4.14	4.14	4.14	4.14	4.14	5.35
4.14	4.14	4.14	4.14	4.54	4.14	4.14	4.14	4.14	4.14	4.14	3.62
4.14	4.14	4.14	4.14	5.35	4.14	4.14	4.14	4.14	4.14	4.14	4.87
4.14	4.14	4.14	4.14	3.11	4.14	4.14	4.14	4.14	4.14	4.14	6.78
4.14	4.14	4.14	4.14	4.49	4.14	4.14	4.14	4.14	4.14	4.14	1.58
4.14	4.14	4.14	4.14	5.7	4.14	4.14	4.14	4.14	4.14	4.14	3.57
4.14	4.14	4.14	4.14	4.2	4.14	4.14	4.14	4.14	4.14	4.14	3.79
4.14	4.14	4.14	4.14	3.13	4.14	4.14	4.14	4.14	4.14	4.14	6.16
4.14	4.14	4.14	4.14	6.45	4.14	4.14	4.14	4.14	4.14	4.14	3.68
4.14	4.14	4.14	4.14	5.3	4.14	4.14	4.14	4.14	4.14	4.14	2.12
4.15	4.15	4.15	4.15	4.63	4.15	4.15	4.15	4.15	4.15	4.15	1.9
4.15	4.15	4.15	4.15	3.85	4.15	4.15	4.15	4.15	4.15	4.15	3.52
4.15	4.15	4.15	4.15	5.23	4.15	4.15	4.15	4.15	4.15	4.15	5.69
4.15	4.15	4.15	4.15	4.01	4.15	4.15	4.15	4.15	4.15	4.15	2.56
4.15	4.15	4.15	4.15	5.61	4.15	4.15	4.15	4.15	4.15	4.15	2.07
4.15	4.15	4.15	4.15	3.43	4.15	4.15	4.15	4.15	4.15	4.15	3.28
4.15	4.15	4.15	4.15	2.91	4.15	4.15	4.15	4.15	4.15	4.15	4.88
4.15	4.15	4.15	4.15	3.67	4.15	4.15	4.15	4.15	4.15	4.15	5.1
4.15	4.15	4.15	4.15	5.13	4.15	4.15	4.15	4.15	4.15	4.15	3.07
4.15	4.15	4.15	4.15	3.38	4.15	4.15	4.15	4.15	4.15	4.15	3.31
4.16	4.16	4.16	4.16	5.85	4.16	4.16	4.16	4.16	4.16	4.16	4.57
4.16	4.16	4.16	4.16	3.68	4.16	4.16	4.16	4.16	4.16	4.16	0.12
4.16	4.16	4.16	4.16	4.14	4.16	4.16	4.16	4.16	4.16	4.16	3.42
4.16	4.16	4.16	4.16	4.93	4.16	4.16	4.16	4.16	4.16	4.16	6
4.16	4.16	4.16	4.16	5.09	4.16	4.16	4.16	4.16	4.16	4.16	3.31
4.16	4.16	4.16	4.16	2.46	4.16	4.16	4.16	4.16	4.16	4.16	3.28
4.16	4.16	4.16	4.16	5.09	4.16	4.16	4.16	4.16	4.16	4.16	5.26
4.16	4.16	4.16	4.16	4.79	4.16	4.16	4.16	4.16	4.16	4.16	5.6
4.16	4.16	4.16	4.16	3.96	4.16	4.16	4.16	4.16	4.16	4.16	5.72
4.16	4.16	4.16	4.16	4.18	4.16	4.16	4.16	4.16	4.16	4.16	4.69
4.17	4.17	4.17	4.17	3.5	4.17	4.17	4.17	4.17	4.17	4.17	2.39
4.17	4.17	4.17	4.17	4.79	4.17	4.17	4.17	4.17	4.17	4.17	4.06
4.17	4.17	4.17	4.17	4.08	4.17	4.17	4.17	4.17	4.17	4.17	2.27
4.17	4.17	4.17	4.17	4.1	4.17	4.17	4.17	4.17	4.17	4.17	5.22
4.17	4.17	4.17	4.17	5.08	4.17	4.17	4.17	4.17	4.17	4.17	3.83
4.17	4.17	4.17	4.17	5.61	4.17	4.17	4.17	4.17	4.17	4.17	2.59
4.17	4.17	4.17	4.17	2.86	4.17	4.17	4.17	4.17	4.17	4.17	4.21
4.17	4.17	4.17	4.17	5.2	4.17	4.17	4.17	4.17	4.17	4.17	5.06
4.17	4.17	4.17	4.17	4.47	4.17	4.17	4.17	4.17	4.17	4.17	4.44
4.17	4.17	4.17	4.17	3.8	4.17	4.17	4.17	4.17	4.17	4.17	0.07
4.18	4.18	4.18	4.18	3.54	4.18	4.18	4.18	4.18	4.18	4.18	4.18
4.18	4.18	4.18	4.18	5.08	4.18	4.18	4.18	4.18	4.18	4.18	5.75
4.18	4.18	4.18	4.18	3.18	4.18	4.18	4.18	4.18	4.18	4.18	1.45
4.18	4.18	4.18	4.18	5.32	4.18	4.18	4.18	4.18	4.18	4.18	2.1
4.18	4.18	4.18	4.18	3.8	4.18	4.18	4.18	4.18	4.18	4.18	7.82
4.18	4.18	4.18	4.18	4.68	4.18	4.18	4.18	4.18	4.18	4.18	4.44
4.18	4.18	4.18	4.18	5.29	4.18	4.18	4.18	4.18	4.18	4.18	4.89
4.18	4.18	4.18	4.18	3.99	4.18	4.18	4.18	4.18	4.18	4.18	5.46
4.18	4.18	4.18	4.18	4.84	4.18	4.18	4.18	4.18	4.18	4.18	6.79
4.18	4.18	4.18	4.18	4.6	4.18	4.18	4.18	4.18	4.18	4.18	3.85
4.19	4.19	4.19	4.19	4.34	4.19	4.19	4.19	4.19	4.19	4.19	2.8
4.19	4.19	4.19	4.19	3.25	4.19	4.19	4.19	4.19	4.19	4.19	2.18
4.19	4.19	4.19	4.19	4.07	4.19	4.19	4.19	4.19	4.19	4.19	6.38
4.19	4.19	4.19	4.19	2.82	4.19	4.19	4.19	4.19	4.19	4.19	2.22
4.19	4.19	4.19	4.19	4.13	4.19	4.19	4.19	4.19	4.19	4.19	3.97
4.19	4.19	4.19	4.19	5.89	4.19	4.19	4.19	4.19	4.19	4.19	3.57
4.19	4.19	4.19	4.19	5.52	4.19	4.19	4.19	4.19	4.19	4.19	2.41
4.19	4.19	4.19	4.19	1.8	4.19	4.19	4.19	4.19	4.19	4.19	3.65
4.19	4.19	4.19	4.19	5.02	4.19	4.19	4.19	4.19	4.19	4.19	1.5
4.19	4.19	4.19	4.19	4.35	4.19	4.19	4.19	4.19	4.19	4.19	6.67
4.2	4.2	4.2	4.2	1.01	4.2	4.2	4.2	4.2	4.2	4.2	4.07
4.2	4.2	4.2	4.2	4.54	4.2	4.2	4.2	4.2	4.2	4.2	4.73
4.2	4.2	4.2	4.2	4.2	4.2	4.2	4.2	4.2	4.2	4.2	8.16
4.2	4.2	4.2	4.2	5.46	4.2	4.2	4.2	4.2	4.2	4.2	5.18
4.2	4.2	4.2	4.2	4.72	4.2	4.2	4.2	4.2	4.2	4.2	6.09
4.2	4.2	4.2	4.2	3.28	4.2	4.2	4.2	4.2	4.2	4.2	3.75
4.2	4.2	4.2	4.2	4.25	4.2	4.2	4.2	4.2	4.2	4.2	4.12
4.2	4.2	4.2	4.2	3.85	4.2	4.2	4.2	4.2	4.2	4.2	2.5
4.2	4.2	4.2	4.2	4.64	4.2	4.2	4.2	4.2	4.2	4.2	4.25
4.2	4.2	4.2	4.2	3.79	4.2	4.2	4.2	4.2	4.2	4.2	7.7
4.21	4.21	4.21	4.21	4.66	4.21	4.21	4.21	4.21	4.21	4.21	2.6
4.21	4.21	4.21	4.21	4.65	4.21	4.21	4.21	4.21	4.21	4.21	4.73
4.21	4.21	4.21	4.21	4.7	4.21	4.21	4.21	4.21	4.21	4.21	3.97
4.21	4.21	4.21	4.21	3.94	4.21	4.21	4.21	4.21	4.21	4.21	5.85
4.21	4.21	4.21	4.21	3.4	4.21	4.21	4.21	4.21	4.21	4.21	3.96
4.21	4.21	4.21	4.21	4.01	4.21	4.21	4.21	4.21	4.21	4.21	3.06
4.21	4.21	4.21	4.21	3.81	4.21	4.21	4.21	4.21	4.21	4.21	4.58
4.21	4.21	4.21	4.21	4.33	4.21	4.21	4.21	4.21	4.21	4.21	3.51
4.21	4.21	4.21	4.21	4.98	4.21	4.21	4.21	4.21	4.21	4.21	3.45
4.21	4.21	4.21	4.21	3.81	4.21	4.21	4.21	4.21	4.21	4.21	2.34
4.22	4.22	4.22	4.22	4.68	4.22	4.22	4.22	4.22	4.22	4.22	8.17
4.22	4.22	4.22	4.22	5.03	4.22	4.22	4.22	4.22	4.22	4.22	3.32
4.22	4.22	4.22	4.22	3.42	4.22	4.22	4.22	4.22	4.22	4.22	6.41
4.22	4.22	4.22	4.22	3.1	4.22	4.22	4.22	4.22	4.22	4.22	5.4
4.22	4.22	4.22	4.22	5.84	4.22	4.22	4.22	4.22	4.22	4.22	4.65
4.22	4.22	4.22	4.22	3.61	4.22	4.22	4.22	4.22	4.22	4.22	5.77
4.22	4.22	4.22	4.22	4.48	4.22	4.22	4.22	4.22	4.22	4.22	1.92
4.22	4.22	4.22	4.22	5.74	4.22	4.22	4.22	4.22	4.22	4.22	5.72
4.22	4.22	4.22	4.22	4.45	4.22	4.22	4.22	4.22	4.22	4.22	5.86
4.22	4.22	4.22	4.22	4.08	4.22	4.22	4.22	4.22	4.22	4.22	5.03
4.23	4.23	4.23	4.23	3.91	4.23	4.23	4.23	4.23	4.23	4.23	6.46
